taxid,status
446960,Least Concern
2753574,Vulnerable
2753572,Least Concern
1582470,Least Concern
335395,Vulnerable
64479,Vulnerable
1286521,Vulnerable
1286526,Vulnerable
1286523,Vulnerable
1286524,Vulnerable
1735016,Vulnerable
263455,Least Concern
2652790,Endangered
136104,Least Concern
317036,Least Concern
263805,Least Concern
155286,Least Concern
489011,Least Concern
384288,Least Concern
2652791,Critically Endangered
317043,Least Concern
3023712,Endangered
1941424,Vulnerable
317035,Least Concern
2652793,Data Deficient
384289,Least Concern
1377997,Least Concern
384292,Least Concern
384293,Least Concern
1085112,Least Concern
317040,Least Concern
317038,Least Concern
384294,Least Concern
489012,Least Concern
128582,Least Concern
2990726,Near Threatened
2652794,Vulnerable
317039,Least Concern
889799,Least Concern
889800,Least Concern
2944897,Near Threatened
292735,Least Concern
292641,Endangered
152231,Least Concern
301905,Near Threatened
574470,Least Concern
571809,Data Deficient
864310,Least Concern
571810,Vulnerable
571811,Data Deficient
240128,Vulnerable
206675,Vulnerable
481840,Data Deficient
571812,Least Concern
571813,Least Concern
1966444,Data Deficient
76410,Least Concern
316824,Data Deficient
344420,Least Concern
2743194,Least Concern
2806792,Least Concern
320702,Least Concern
190659,Least Concern
689505,Least Concern
1619939,Least Concern
118783,Least Concern
2944901,Endangered
862896,Near Threatened
232576,Least Concern
165442,Least Concern
759945,Data Deficient
759946,Least Concern
2887287,Least Concern
722517,Least Concern
1500688,Least Concern
1500689,Least Concern
1500690,Least Concern
69111,Endangered
69110,Least Concern
69112,Least Concern
69113,Critically Endangered
69114,Least Concern
69115,Endangered
69116,Least Concern
59515,Critically Endangered
1658277,Data Deficient
353062,Least Concern
353063,Least Concern
316673,Least Concern
353064,Least Concern
478566,Least Concern
428835,Least Concern
1938341,Least Concern
1938343,Near Threatened
476942,Critically Endangered
304594,Least Concern
2837951,Vulnerable
173357,Data Deficient
1217914,Least Concern
1217869,Vulnerable
491140,Least Concern
1217915,Endangered
1217916,Data Deficient
1217917,Data Deficient
104075,Near Threatened
699567,Least Concern
2202104,Vulnerable
200925,Least Concern
238116,Least Concern
200927,Least Concern
714439,Least Concern
3811,Least Concern
206252,Near Threatened
1598133,Endangered
1598134,Vulnerable
54927,Least Concern
206253,Least Concern
312915,Least Concern
387489,Vulnerable
387504,Least Concern
387517,Least Concern
197920,Least Concern
298516,Least Concern
387522,Least Concern
387532,Least Concern
387536,Vulnerable
300556,Endangered
387542,Endangered
387549,Least Concern
992630,Least Concern
354009,Least Concern
354011,Least Concern
692152,Data Deficient
692159,Least Concern
49789,Least Concern
692161,Vulnerable
692163,Least Concern
175396,Least Concern
175398,Endangered
49791,Least Concern
375005,Least Concern
375110,Least Concern
1495254,Data Deficient
479879,Least Concern
1302377,Least Concern
1349686,Least Concern
1495255,Least Concern
1033726,Least Concern
479880,Least Concern
326184,Least Concern
1133662,Endangered
1349687,Least Concern
1302379,Least Concern
1495256,Least Concern
1302380,Least Concern
1617447,Endangered
420440,Vulnerable
316734,Least Concern
2893774,Least Concern
1049774,Vulnerable
185460,Endangered
185461,Endangered
185464,Critically Endangered
1205689,Least Concern
2596877,Least Concern
32216,Least Concern
3027718,Least Concern
105928,Least Concern
2304402,Least Concern
3027720,Least Concern
2590210,Least Concern
602232,Critically Endangered
479452,Critically Endangered
13818,Least Concern
1073782,Endangered
1073791,Extinct
2420115,Near Threatened
1073797,Endangered
1442759,Least Concern
170035,Least Concern
1442735,Data Deficient
55391,Least Concern
2945208,Least Concern
1526284,Conservation Dependent
2923273,Data Deficient
2945215,Least Concern
296873,Least Concern
549407,Least Concern
80446,Least Concern
1075112,Near Threatened
80465,Least Concern
1427685,Near Threatened
292693,Vulnerable
1740076,Least Concern
151339,Least Concern
1713639,Least Concern
713963,Least Concern
713965,Vulnerable
2708144,Data Deficient
1967470,Endangered
713999,Near Threatened
714001,Endangered
714011,Near Threatened
714013,Vulnerable
326777,Data Deficient
714876,Vulnerable
714029,Endangered
1904281,Vulnerable
190660,Least Concern
57236,Least Concern
124972,Least Concern
2171972,Near Threatened
530170,Vulnerable
478562,Least Concern
59970,Least Concern
1679871,Near Threatened
130455,Least Concern
4494,Least Concern
4493,Least Concern
4481,Least Concern
130456,Least Concern
130459,Least Concern
130457,Data Deficient
130458,Least Concern
4486,Least Concern
130460,Least Concern
4487,Least Concern
58530,Vulnerable
37682,Least Concern
4491,Least Concern
130462,Least Concern
116981,Least Concern
290220,Least Concern
488952,Least Concern
488953,Least Concern
2650218,Least Concern
488954,Least Concern
1123424,Least Concern
245854,Least Concern
488955,Least Concern
2072212,Least Concern
488957,Least Concern
336893,Least Concern
488958,Least Concern
681402,Least Concern
1688492,Least Concern
90000,Data Deficient
1980977,Least Concern
762617,Least Concern
73327,Least Concern
312068,Least Concern
762613,Least Concern
762568,Least Concern
762614,Least Concern
762619,Least Concern
762620,Least Concern
1763891,Least Concern
2292720,Least Concern
175021,Least Concern
2478747,Near Threatened
68527,Near Threatened
416184,Near Threatened
56265,Least Concern
103375,Least Concern
126850,Least Concern
2972151,Least Concern
1843492,Least Concern
2742872,Least Concern
1076564,Least Concern
160573,Least Concern
3024790,Data Deficient
48277,Least Concern
191442,Least Concern
48278,Least Concern
671283,Least Concern
48279,Least Concern
671282,Least Concern
191444,Critically Endangered
671284,Data Deficient
191441,Least Concern
8959,Near Threatened
96749,Least Concern
2755070,Vulnerable
980443,Data Deficient
1407244,Least Concern
1003682,Data Deficient
270546,Data Deficient
111144,Vulnerable
111150,Endangered
35949,Endangered
111158,Vulnerable
329888,Least Concern
30401,Least Concern
1517985,Endangered
38598,Least Concern
462379,Endangered
2931372,Vulnerable
462380,Endangered
449254,Least Concern
2478850,Least Concern
242819,Least Concern
81345,Least Concern
2478851,Least Concern
449256,Least Concern
449264,Least Concern
2174732,Endangered
2174733,Least Concern
1211288,Vulnerable
339039,Near Threatened
339041,Near Threatened
2815279,Endangered
2815280,Critically Endangered
230613,Data Deficient
1424670,Endangered
1424671,Least Concern
2807147,Vulnerable
658257,Vulnerable
226695,Near Threatened
468856,Endangered
468857,Vulnerable
46475,Endangered
46488,Least Concern
46476,Vulnerable
46477,Near Threatened
46478,Least Concern
1496111,Least Concern
2182456,Least Concern
46481,Least Concern
243318,Least Concern
326917,Data Deficient
46485,Least Concern
46486,Vulnerable
46482,Least Concern
46487,Least Concern
243317,Least Concern
207699,Near Threatened
243319,Data Deficient
226697,Data Deficient
1118496,Least Concern
190674,Least Concern
366011,Least Concern
2756151,Critically Endangered
2756152,Near Threatened
2756153,Endangered
292355,Least Concern
292356,Least Concern
1168614,Least Concern
447968,Least Concern
552031,Least Concern
561490,Least Concern
449473,Least Concern
552032,Least Concern
561483,Least Concern
2182445,Near Threatened
552033,Least Concern
449475,Least Concern
48135,Least Concern
561493,Least Concern
107306,Least Concern
552035,Least Concern
2182452,Vulnerable
561495,Least Concern
561496,Least Concern
307252,Least Concern
322040,Least Concern
322042,Least Concern
43364,Vulnerable
531823,Least Concern
531824,Near Threatened
322043,Least Concern
43872,Least Concern
322041,Least Concern
83375,Least Concern
171883,Vulnerable
507809,Least Concern
2666032,Least Concern
1646243,Least Concern
2704162,Least Concern
683867,Least Concern
1168615,Least Concern
12921,Least Concern
1646244,Least Concern
126236,Least Concern
1646245,Least Concern
638455,Least Concern
197113,Least Concern
229377,Least Concern
2093723,Least Concern
2704163,Least Concern
3053706,Least Concern
1771374,Least Concern
1168616,Least Concern
1771375,Least Concern
1168617,Least Concern
1771376,Least Concern
1081897,Least Concern
1761461,Least Concern
2219824,Least Concern
1566310,Least Concern
2704164,Least Concern
2704550,Data Deficient
215406,Least Concern
327776,Least Concern
442846,Least Concern
77227,Least Concern
858920,Near Threatened
422312,Least Concern
858922,Near Threatened
858925,Critically Endangered
2545961,Endangered
28685,Least Concern
28699,Least Concern
28686,Least Concern
28687,Least Concern
72657,Critically Endangered
1907812,Critically Endangered
2819583,Least Concern
121561,Least Concern
1416742,Least Concern
284517,Least Concern
253247,Least Concern
1890048,Least Concern
1890050,Data Deficient
2819584,Data Deficient
233785,Least Concern
667139,Least Concern
667140,Endangered
181090,Least Concern
1302145,Least Concern
1118497,Least Concern
1302148,Near Threatened
1118498,Least Concern
667141,Least Concern
1302149,Least Concern
1118499,Least Concern
1302150,Least Concern
667142,Least Concern
1302152,Least Concern
1087058,Least Concern
448006,Least Concern
420948,Endangered
1213660,Vulnerable
87140,Endangered
1640655,Vulnerable
1053712,Vulnerable
1820958,Critically Endangered
334990,Endangered
1213661,Endangered
495821,Vulnerable
495822,Endangered
39268,Least Concern
2894814,Endangered
637922,Least Concern
640783,Vulnerable
199615,Least Concern
2824863,Least Concern
1765291,Least Concern
199616,Least Concern
313672,Endangered
637925,Least Concern
637926,Least Concern
637927,Least Concern
313673,Least Concern
637928,Least Concern
188479,Least Concern
637929,Vulnerable
637930,Data Deficient
637931,Least Concern
637932,Least Concern
637933,Least Concern
199617,Least Concern
638573,Endangered
637940,Least Concern
637943,Least Concern
637944,Endangered
188480,Least Concern
2984636,Least Concern
1407246,Least Concern
1771827,Vulnerable
1407247,Least Concern
1407249,Endangered
1407250,Least Concern
1771828,Endangered
375093,Data Deficient
1612465,Endangered
2305903,Least Concern
1874843,Least Concern
143413,Least Concern
367642,Least Concern
2517375,Endangered
2517376,Vulnerable
2517377,Least Concern
39600,Least Concern
1985258,Least Concern
143414,Endangered
1874844,Endangered
143415,Least Concern
2517378,Vulnerable
1840654,Least Concern
2950399,Least Concern
1985259,Least Concern
577193,Least Concern
1354007,Least Concern
2517379,Least Concern
1983344,Least Concern
1983345,Vulnerable
1658243,Vulnerable
2517380,Least Concern
2517381,Least Concern
2517382,Least Concern
2517383,Least Concern
1742441,Vulnerable
1742442,Near Threatened
258730,Least Concern
258731,Vulnerable
258732,Least Concern
164461,Least Concern
258734,Least Concern
1237395,Vulnerable
258735,Vulnerable
1169415,Near Threatened
56897,Least Concern
165205,Least Concern
1030174,Vulnerable
1169416,Endangered
2847864,Least Concern
1537727,Least Concern
221548,Least Concern
1529672,Least Concern
1537746,Least Concern
2211156,Least Concern
1537745,Least Concern
1529676,Least Concern
1529613,Least Concern
1529673,Least Concern
1207996,Least Concern
476462,Least Concern
221547,Least Concern
1537747,Least Concern
1537740,Least Concern
1529674,Least Concern
1529675,Near Threatened
221549,Least Concern
1537738,Least Concern
476463,Least Concern
1537743,Data Deficient
1529671,Least Concern
1529678,Least Concern
1537739,Least Concern
2807148,Vulnerable
2922732,Least Concern
221551,Least Concern
1272966,Least Concern
386060,Endangered
78440,Least Concern
1679029,Near Threatened
173359,Least Concern
9076,Near Threatened
1424682,Endangered
1433222,Least Concern
1433224,Vulnerable
1424723,Least Concern
500764,Endangered
324801,Least Concern
324802,Least Concern
1958864,Critically Endangered
516734,Critically Endangered
516735,Critically Endangered
396647,Endangered
516736,Critically Endangered
156154,Vulnerable
172677,Least Concern
418451,Endangered
760006,Least Concern
760001,Least Concern
2698837,Data Deficient
760002,Least Concern
648797,Least Concern
760003,Least Concern
760004,Least Concern
759995,Least Concern
760095,Least Concern
760005,Least Concern
759996,Least Concern
2358260,Least Concern
162641,Vulnerable
162642,Least Concern
162643,Vulnerable
1917752,Vulnerable
1917753,Least Concern
162644,Least Concern
543392,Endangered
1163524,Endangered
1309446,Endangered
3030269,Critically Endangered
75990,Vulnerable
860362,Least Concern
197464,Least Concern
75988,Least Concern
318363,Least Concern
860364,Least Concern
317382,Critically Endangered
431669,Least Concern
248773,Least Concern
317303,Least Concern
1355522,Near Threatened
175446,Least Concern
888281,Least Concern
103336,Least Concern
175447,Least Concern
175448,Least Concern
52208,Least Concern
1000954,Least Concern
175450,Data Deficient
175451,Least Concern
175452,Least Concern
175453,Least Concern
888283,Least Concern
1247904,Least Concern
175455,Least Concern
175456,Least Concern
690286,Least Concern
175457,Least Concern
175458,Least Concern
175459,Least Concern
129731,Least Concern
175460,Least Concern
690287,Least Concern
175461,Least Concern
2202105,Least Concern
888282,Least Concern
662664,Least Concern
175463,Vulnerable
175464,Least Concern
175465,Least Concern
1000949,Least Concern
175466,Least Concern
1247906,Least Concern
175468,Least Concern
175469,Least Concern
175470,Least Concern
175471,Least Concern
175472,Least Concern
1135959,Least Concern
1247907,Least Concern
175473,Least Concern
706245,Vulnerable
261490,Least Concern
2906464,Data Deficient
2906465,Data Deficient
401556,Least Concern
1225664,Least Concern
1225665,Least Concern
60462,Least Concern
60463,Near Threatened
60464,Near Threatened
60465,Vulnerable
60466,Least Concern
60467,Least Concern
60468,Least Concern
1002726,Least Concern
60469,Least Concern
2064785,Least Concern
2064786,Near Threatened
89882,Least Concern
165097,Data Deficient
465075,Least Concern
367765,Least Concern
262284,Vulnerable
262285,Near Threatened
214956,Data Deficient
34428,Least Concern
